,0
0,0.0011690688009203059
1,0.03330680420120654
2,0.04931400504395402
3,1.0083439933619796
4,-0.003798966315687984
5,0.018937494750947265
6,-0.06317353524511825
7,0.020988762636599646
8,0.9775018568756682
9,0.033555167415959555
10,-0.023441241236937214
11,0.9275762937949557
12,0.010578706859590113
13,0.013695013305974361
14,0.017608183858086636
15,-0.034849814393691086
16,0.03609347717830613
17,-0.00543368593381548
18,-0.020546014458931606
19,-0.007937568891907346
20,-0.010479718581648024
21,0.014280567285523101
22,1.0223597994036815
23,-0.015989477367014695
24,-0.0008967941150298185
25,1.018159558180936
26,1.0032541309806224
27,0.03218400454284977
28,-0.027048261834828127
29,0.01971323042821048
30,-0.005161460954456133
31,0.9904611319942134
32,-0.0020718291673631063
33,-0.019292573418287814
34,-0.007281771921243749
35,-0.008024077225515843
36,0.014487459339191645
37,-0.0048728822167806544
38,0.020111932520445908
39,1.002196286156126
40,-0.018720538295084514
41,0.01890078965834054
42,-0.022996925952290727
43,0.025660580575061123
44,0.008999940389715038
45,1.001263884535404
46,0.04587828614881919
47,-0.019980211978546398
48,0.008661923840849697
49,0.003344810983021474
50,0.05223613885896012
51,-0.03299793820126061
52,1.0416544236116574
53,0.02033778712611487
54,-0.007522338842595367
55,0.9896820856720808
56,0.029897683335338945
57,0.01210664439132804
58,-0.01989362234087031
59,-0.004966974432008524
60,0.04569420198004032
61,0.01521372900553411
62,1.0097801521222336
63,1.020479261963643
64,-0.000315530322315134
65,-0.00167827097633314
66,-0.024969810091190443
67,0.025018104068550887
68,-0.019848192819361142
69,-0.005307280869845092
70,-0.02195980793712895
71,0.04620423943013334
72,0.04427489016705823
73,0.004984288940114306
74,0.043634606687521296
75,-0.04752216763477846
76,-0.007521020182177729
77,1.0305599109890253
78,0.04300378161456387
79,1.0298961169785037
80,0.02245351839823545
81,0.9581552253911141
82,0.03414839655742937
83,-0.039009410335465546
84,-0.009627720794754635
85,-0.012674050526074258
86,-0.05632901970328724
87,-0.013691142316666231
88,0.043350424317925025
89,-0.007955804341288958
90,-0.009459983826415141
91,0.018953787330685007
