,0
0,0.10568875802180289
1,0.023012217069073432
2,0.9188612539501488
3,0.06525448029332953
4,0.9361238209814754
5,-0.024556422118994507
6,0.042730763964319046
7,0.0290416056309086
8,0.9537981931413163
9,0.9631816983369228
10,-0.019656469107474116
11,0.041773195740631285
12,0.07475594915493665
13,-0.05683386202216959
14,0.040854289871858226
15,0.9628748178324998
16,-0.016325741413046962
17,-0.04014688093296091
18,0.9684643450618299
19,-0.039407415666194094
20,0.9776840170534045
21,0.9949790612498242
22,-0.011563977168279773
23,0.016374634003541486
24,0.010450996143093543
25,-0.06235916453632332
26,-0.029254102846618474
27,-0.018567683441261952
28,-0.013660978835329213
29,-0.015285710118802209
30,0.9790477541346682
31,0.9484223133524499
32,-0.03269845526288685
33,-0.02173639101345695
34,0.0030733250758484113
35,0.9351481446682551
36,0.018643729278884816
37,-0.016208522906380935
38,0.002236821578120541
39,-0.03815047706005438
40,0.032298301566812015
41,0.06033517226736845
42,-0.030913783295877358
43,-0.02802097071182697
44,0.01781471734395203
45,0.007031764865609831
46,0.0012763621909094125
47,0.008931121801016902
48,0.04256105873741173
49,1.0244660722573251
50,1.0633742816588587
51,-0.05033978936351346
52,-0.03691550888569412
53,0.9618781935681644
54,0.9617113860590314
55,-0.05665128982563025
56,0.021419384022122786
57,-0.003966029183563462
58,0.014855486914571319
59,0.04393341427291122
60,0.030947549017516538
61,0.016949448356571917
62,0.01707722755948492
63,-0.01773035930930747
64,-0.017066368359800438
65,0.032021305004955355
66,-0.06653328201669664
67,1.053242744130369
68,-0.011203492938015865
69,0.006195473080370801
70,-0.04354745011287162
71,-0.01637468860711253
72,-0.05093284175886064
73,-0.010906788857912363
74,0.9243523840678223
75,0.014182538296123377
76,0.037497399064584505
77,-0.032113522751567695
78,0.043189926385028554
79,0.013553971634955498
80,0.0011255864049409816
81,0.04517886161759368
82,-0.008399818257125139
83,0.024457587331779912
84,-0.0004182779232551864
85,0.008356497013587353
86,0.9818552322950187
87,0.04681002184160678
88,1.0511823208774531
89,0.04658403028905466
90,-0.02155931657163095
91,0.022739963703307824
92,-0.03189623537154621
93,0.0646660109701812
94,-0.009879379253779253
95,-0.04194926762695314
96,-0.017024611276935032
97,0.014029497283072205
98,0.05176811949129031
99,0.9431219370291305
100,-0.0029565730985988323
101,-0.025224363522166376
102,0.022674973971741248
103,-0.03477905276667227
104,1.034155197705418
105,-0.013755946599302755
106,-0.021737845558032477
107,-0.06348359245779851
108,0.00040203047209778735
109,-0.036486524284671945
110,0.010342898402624107
111,-0.032485490014349666
112,0.029004100872483448
113,0.029700128948509454
114,-0.04343639343977813
115,-0.03651772256224599
116,0.9293322848246816
117,0.01871749051574595
118,1.0210496493570942
119,0.019765326767664144
120,0.0322151700052127
121,0.03656332050001908
122,0.019880468007161447
123,0.004851402853094691
124,-0.002526419646534813
125,0.031284393702907184
126,0.04522301157202047
127,0.012003356483172403
128,-0.011625551220434661
129,0.016125923027950642
130,-0.0446189947239603
131,0.03394629037647244
132,-0.015409334220473733
133,1.03817959078224
134,-0.022443929711262075
135,0.03396030710891624
136,0.02009534784861173
137,-0.03092125173194868
138,-0.05181923543431336
139,-0.05215487708895374
140,-0.04751793817250167
141,-0.011255985439635427
142,-0.00880492490573772
143,-0.028244043149042494
144,-0.04502314694593287
145,-0.06177615971481531
146,1.0011746392703116
147,0.030394504950971003
148,0.011082288833338828
149,-0.03168663007150899
150,0.018997649152388305
151,-0.030385790856247624
152,0.9847972861086305
153,1.01931105728602
154,-0.03207582542095272
155,0.003747667263714109
156,0.0315690855089785
157,0.037951314226445106
158,1.0239403694584213
159,-0.039986202521199506
160,1.0127502191442073
161,0.019501449758966612
162,-0.007832748298992213
163,0.03341253545757202
164,0.9365516824331063
165,0.0016246616404386764
166,1.0200557786066347
167,-0.02223005950485528
168,0.019963592767684602
169,0.019616310481110316
170,0.05933051174188437
171,-0.027501728925621628
172,0.03778148671089673
173,-0.03630750546869561
174,-0.019484544394566258
175,0.011022575992450727
176,-0.055243682447805816
177,-0.02894815564824952
178,0.0333411080600342
179,0.01799494865961245
180,1.002750097355869
181,0.014281028727409708
182,-0.03612384417609481
183,0.9698926428834311
184,-0.01750703543232102
185,0.014763397185920102
186,-0.05972279253390013
187,0.023828256111945653
188,-0.00683504194973848
189,-0.006373084449537228
190,0.00837500188760061
191,0.003002043590837834
192,1.0236863477317386
193,-0.05890879552270396
194,0.020609698598727227
195,0.02335897593330243
196,0.023661822093262817
197,-0.03249572014496064
198,-0.0009482850908690747
199,0.05964259361251948
200,-0.01745420602125854
201,-0.0034278646267692997
202,-0.02792857490822244
203,0.004863223044785008
204,-0.00917815426729572
205,-0.0003118471263575534
206,1.0379279392700864
207,-0.015454651025596771
208,1.0206311115232827
209,0.9589824244302269
210,0.06152152884463247
211,-0.0088423402497198
212,0.03855970241374614
213,-0.02509841849530522
214,-0.00020312094190478439
215,0.03029855970889251
216,1.0164239696920205
217,-0.0014834015367919148
218,1.0126207807377594
219,0.06840395565022417
220,-0.06766025192560686
221,-0.05030894431755696
222,0.0008635424618239842
223,0.006398091614559354
224,0.01115337940723888
225,1.02478013430839
226,0.03130528649991567
227,-0.04743709644246688
228,0.013109493959538645
229,0.06331750839136102
230,-0.02152356029387896
231,0.07802835305804003
232,-0.060053252623868236
233,-0.026393244909951086
234,-0.022553570129112174
235,0.962762388815004
236,0.03618424672315669
237,-0.044908416096935834
238,1.0206298926150477
239,-0.015099334352868962
240,0.01068830832618793
241,0.9765587146462756
242,0.05582645539787896
243,1.0032804887536366
244,-0.03939313302636264
245,-0.008352819957383528
246,0.9840261123426616
247,-0.020637487063506085
248,0.006815853878489316
249,0.025630948690793777
250,-0.024349171813811132
251,-0.02619810215342892
252,0.041700998143601314
253,0.970611020555181
254,-0.054967498247578205
255,0.0069689002589525635
256,0.044598830359431366
257,0.0018625921251817126
258,0.9778609744744875
259,0.05277095671691284
260,-0.0297246321152244
261,-0.0015650015639137298
262,1.0480980889492981
263,-0.0075805933054803884
264,1.016878699173928
265,0.03437421218319963
266,-0.010362987434831
267,-0.018762664495959955
268,0.009281692239499142
269,0.03564108161869267
270,0.009003464198551152
271,-0.0066258388345474106
272,0.0066499957739600294
273,0.012897603118947656
274,0.9971086950349486
275,-0.00840904896653461
276,0.023044738608490167
277,0.9705498532698604
278,0.05920659698127614
279,0.02387511831596059
280,0.06605662018497238
281,-0.02375141077965546
282,0.010477559724161858
283,0.037615305650888706
284,-0.024579068206045013
285,-0.022149604131694273
286,-0.03368172108043822
287,0.003936045534342788
288,-0.00884768559744522
289,-0.0006189985934352248
290,0.0838275383878953
291,1.0546612010191472
292,1.0131679887020029
293,0.0241749638147185
294,1.058818263771872
295,1.009749515404329
296,0.9825086513204148
297,1.0274745733849475
298,0.9690556526002276
299,0.979796894098577
300,-0.03338176489331527
301,-0.051598685529130134
302,0.002312976897070267
303,-0.06113625147124522
304,-0.02267561840604765
305,0.012221307627166686
306,0.9963887880726973
307,-0.06410861711652754
308,0.03946860151711648
309,1.029633709247007
310,-0.06302012566373431
311,-0.08032742394799408
312,-0.027051697792981968
313,0.972389538146913
314,0.02278847358435891
315,1.0383686803966363
316,-0.05651840951747647
317,1.0534431931283847
318,-0.004272348523485732
319,-0.04153731033164882
320,-0.037076037579206834
321,-0.059424302154438516
322,-0.028119497392946308
323,-0.07822621927495726
324,-0.04145643367725599
325,0.034912019338582206
326,-0.04291103358244086
327,0.07214715091951636
328,-0.05434684603195423
329,0.041648127605519954
330,0.02570192203183005
331,0.003923573509164362
332,0.01331869172122759
333,-0.030811908784945396
334,-0.01126226087702289
335,0.04393687002446332
336,0.0004948269131919944
337,0.007818130342685267
338,0.021816596102502462
339,0.029326964404988474
340,1.0379609462813213
341,-0.02033063709767309
342,0.05298104049921461
343,-0.013984160860374345
344,-0.001087259415576433
345,-0.050690561064226404
346,0.014497567528879509
347,0.017078667798907887
348,1.013943047768043
349,0.01453624807484911
350,-0.01017161416161056
351,0.03389819557339995
352,-0.00777923064832851
353,-0.02417280957732275
354,0.04276376722034235
355,0.05782534837907182
356,0.008132919707329057
357,0.013612931469227697
358,-0.06116915982830082
359,1.0857428237258597
360,1.0277139951707215
361,0.9571208033747138
362,0.9762902958385449
363,-0.0407497273379811
364,1.0137337921171907
365,-0.0030635848481822105
366,-0.0169434635109768
367,0.02044509913063962
368,0.005719511404137869
369,0.01889053570214408
370,0.03019262134507205
371,-0.004071253213068073
372,0.9762500147467627
373,0.006464931831438471
374,-0.0009623226867014033
375,0.9572117349656012
376,0.005062337296229372
377,-0.03330769135411502
378,-0.015365602459788434
379,-0.007885717583114273
380,0.02141608673376709
381,0.039189447631704996
382,0.01265167777876234
383,-0.05453248083839889
384,0.060529493992793
385,-0.041707624421884124
386,0.002600249629079091
387,-0.04385324260772689
388,0.040718728360223555
389,1.0297181074735076
390,-0.08464745700475267
391,0.04737259886945135
392,-0.012360327932359838
393,0.045957685699812366
394,0.03220635846700916
395,0.023577356324388014
396,0.9985309877160189
397,1.0312854719449454
398,-0.012015702617074292
399,1.0736627486607646
400,0.03788093379538189
401,0.0009245973893573684
402,0.01361586196659779
403,-0.016079460250800363
404,0.02400187946486231
405,0.05737144553103599
406,0.008308110560358913
407,-0.009922975746274446
408,0.017991976901002227
409,0.0032466665968614874
410,-0.027635043426488006
411,-0.0062814640243830655
412,0.019864818012285745
413,0.9721520556315122
414,-0.017856850179857397
415,0.03802974979069534
416,-0.03110915796833051
417,0.9883388634896466
418,-0.009319015493291652
419,-0.02435381044288485
420,0.02047662469951154
421,0.046457472336391435
422,-0.053061267673081516
423,0.009150495280832548
424,0.012363395927737076
425,0.026457822735171357
426,-0.015770215088899316
427,-0.009998417381744267
428,-0.033745421865242285
429,0.9605875428939038
430,0.0439397400635771
431,0.026075218257311468
432,-0.0039517313005776825
433,-0.07276232028141953
434,0.01741348397940767
435,-0.005904803711008827
436,-0.06600804307929528
437,-0.006286890553572616
438,0.9636512818304264
439,1.0507866294115815
440,-8.92231784678997e-05
441,-0.05071256664214199
442,0.004859970293193408
443,-0.02550018710603465
444,-0.013471447571085806
445,-0.0272207520768428
446,0.012693017492031144
447,0.03973863672580108
448,0.027444353908329798
449,-0.019611270071211002
450,0.03423895482189044
451,-0.004970396411137084
452,-0.04642277091211929
453,0.027751762086836204
454,-0.04197665159689862
455,0.008720841999458587
456,0.0023145024646704713
457,-0.05015953406446775
458,1.0296135069058818
